name,first_release_date,single_player,multi_player,age_ratings,franchise,game_modes
Minasan,null,null,null,null,null,null
Everything Nice,null,null,null,null,null,null
Paintball War,0,1,null,null,null,null
Adventures of the Worm,null,null,null,null,null,null
varBlocks,1,0,null,null,null,null
Driver Test,null,null,null,null,null,null
Super Brawl 4,null,null,null,null,null,null
Wheely 4: Time Travel,null,null,null,null,null,null
Sheppard Software Geography,null,null,null,null,null,null
Hasbro Family Game Night,1,1,10/11/2008,ESRB-E,"{'id': 312, 'name': 'Hasbro'}",null
Alien Hordes,null,null,null,null,null,null
Gear Stadium Heiseiban,null,null,19/11/1995,null,null,null
Yume wo Kanaeru Zou,null,null,null,null,null,null
Anrufen Online,null,null,null,null,null,null
Mecha Royale Online,null,null,null,null,null,null
Test Drive: Off-Road,null,null,27/03/1997,null,null,null
GioGio's Bizarre Adventure,1,0,24/07/2002,null,null,null
Cliffhanger - Chat Stories,null,null,13/08/2017,null,null,null
Deep Sea Hunter 2,null,null,null,null,null,null
Akuji the Heartless,1,0,30/12/1998,ESRB-T,null,null
Star Goddess,1,0,null,null,null,null
Twins,null,null,03/05/1995,null,null,null
Science Fiction Classics,null,null,null,null,null,null
Dentist kids Hospital Simulation Teeth Surgery,null,null,null,null,null,null
Rusty Stings,1,0,02/09/2013,null,null,null
Halen: Ballad of the Blade Thief,1,0,18/08/2017,null,null,null
Army Men For Kids,null,null,null,null,null,null
Calvin Tucker's Redneck Jamboree,1,1,18/12/2008,ESRB-E10,null,null
Kami no Ue no Mahoutsukai,null,null,null,null,null,null
Blockman Gets Hungry,null,null,null,null,null,null
Fenimore Fillmore: The Westerner,1,0,20/12/2003,null,null,null
Spike's Water Ballons Analog,null,null,31/01/2001,null,null,null
Balldozer,null,null,31/01/1991,null,null,null
Aveyond: Lord of Twilight,null,null,null,null,null,null
WitchSpring2,null,null,null,null,null,null
Beyond Ynth HDX,null,null,null,null,null,null
ID 2460,null,null,null,null,null,null
Army Attack,1,1,30/04/2011,null,null,null
Family Mysteries 3: Criminal Mindset,1,0,15/07/2020,ESRB-T,null,null
Ant Eater,1,0,30/12/1983,null,null,null
Nuclear Union,1,0,29/06/2014,null,null,null
Soccer Manager 2019,1,0,null,null,null,null
Overflow,null,null,22/05/2011,null,null,null
Adventure Island IV,1,0,23/06/1994,null,null,null
Abyss Cave,1,0,17/07/2016,null,null,null
Egg Knight,1,0,29/05/2014,null,null,null
Yamasa Digi World: Collaboration SP Pachi-Slot Ridge Racer,null,null,null,null,null,null
Hell Let Loose,0,1,05/06/2019,null,null,null
Finding Jack's Treasure,null,null,null,null,null,null
Farland Odyssey II: Kun ni Okuru Serenade,null,null,21/09/2000,null,null,null
Go Play City Sports,null,null,24/09/2009,ESRB-E,null,null
Pure Farming 2018,1,0,12/03/2018,ESRB-E,null,null
Escape Velocity,null,null,04/05/1996,null,null,null
Blockchain Tycoon,1,0,07/08/2018,null,null,null
Puzzle Scape Mini,null,null,null,null,null,null
Comic Sakka Series Touma Senki #2: Mermaid no Gyakushuu,null,null,16/10/1990,null,null,null
Galactic Tower Defense,1,0,null,null,null,null
Yumimi Mix,null,null,28/01/1993,null,null,null
Hectic Highways,1,0,null,null,null,null
SengokuNeet,1,0,null,null,null,null
YS Flight Simulator,null,null,14/06/1999,null,null,null
Cargo Cult: Shoot'n'Loot VR,1,0,07/12/2016,null,null,null
Scout Search,null,null,null,null,null,null
Victory Belles: Battleship Girls of WWII,null,null,null,null,null,null
End of Nations,1,1,null,ESRB-T,null,null
Siege Wars,1,0,29/07/2015,null,null,null
Absolute RC Simulator,null,null,null,null,null,null
Taikyoku Igo: Goliath,null,null,13/05/1993,null,null,null
Denpa Shounenteki Game,null,null,null,null,null,null
Snowboard Kids Plus,null,null,20/01/1999,null,null,null
Monster 4x4: World Circuit,1,1,22/03/2006,ESRB-E,null,null
Scribblenauts Mega Pack,null,null,17/09/2018,null,null,null
GEO Master,1,1,05/05/2016,null,null,null
Survival Project,null,null,null,null,null,null
Fruit Machine Mania,null,null,null,null,null,null
Intruders,null,null,null,null,null,null
Flip Wars,1,1,17/05/2017,null,null,null
Medieval Mayor,null,null,null,null,null,null
Cryamore,null,null,30/12/2016,null,null,null
Kung Fu Panda 2,1,1,23/05/2011,ESRB-E10,"{'id': 324, 'name': 'Kung Fu Panda'}",null
Mortal Kombat 11: Kombat Pack,1,1,22/04/2019,null,null,null
beatmania III -The latest evolution machine-,1,1,07/03/2000,null,null,null
Subject 264,1,0,31/08/2017,null,null,null
We Cheer 2,1,1,02/11/2009,ESRB-E10,null,null
Panzer General: Allied Assault,1,1,20/10/2009,ESRB-E,null,null
Who Did I Date Last Night?,null,null,null,null,null,null
Project Sonymon (Working Title),null,null,null,null,null,null
Butasan,null,null,31/01/1987,null,null,null
Ray-Thunder,null,null,null,null,null,null
Timequest,1,0,30/12/1991,null,null,null
Sinbad Mystery,null,null,null,null,null,null
Breathless Bliss,1,0,12/06/2018,ESRB-E10,null,null
Boobs Puzzle 2 ~| 胸部拼图,null,null,null,null,null,null
Chocolate makes you happy 7,1,0,null,null,null,null
Arc Style: Baseball 3D,null,null,14/05/2014,null,null,null
The Dark Matter,1,0,22/09/2016,PEGI-3,null,null
Space Invaders: Infinity Gene,1,0,26/07/2009,null,null,null
The X-Files,null,null,30/06/1998,null,null,null
MBL Bobblehead Battle,null,null,null,null,null,null
Mega Man 8-bit Deathmatch,1,1,16/04/2011,null,null,null
Embrace.io,null,null,null,null,null,null
Scaling the Sky,null,null,30/12/2013,null,null,null
Bullet,null,null,30/12/1987,null,null,null
Soulrun,1,0,30/12/2021,null,null,null
Mactabilis,1,1,09/07/2015,null,null,null
Sega Vintage Collection: Monster World,null,null,null,null,null,null
GFL Championshop Football II,null,null,null,null,null,null
Labyrinths of World: Dangerous,null,null,null,null,null,null
Fritz Chess,1,1,29/06/2009,ESRB-E,null,null
Keiba Eight Special,null,null,09/01/1994,null,null,null
Ski Challenge 2011,null,null,22/11/2010,null,null,null
Little Panda's Jewel Quest,null,null,null,null,null,null
Little Sim World,null,null,30/12/2021,null,null,null
Fallen Beast (Project Ora),1,0,null,null,null,null
Escape from police,1,0,null,null,null,null
雨的恋记,1,0,null,null,null,null
Ticktock,1,0,null,null,null,null
Knight Age,null,null,null,null,null,null
Decision 3,null,null,null,null,null,null
Elthlead,null,null,31/01/1988,null,null,null
The Cursed Crusade,1,1,06/10/2011,ESRB-M,null,null
Flower On The Lines,null,null,null,null,null,null
Hexon,1,0,null,null,null,null
Trials of Harmony ~ Experimental Visual Novel,1,0,27/08/2019,null,null,null
Millionaire Dancer,1,0,null,null,null,null
Snow Ash Land,1,1,null,null,null,null
MRAK,1,0,null,null,null,null
Lexica Word Finder for Scrabble,null,null,null,null,null,null
Grapple Buggy,null,null,null,null,null,null
Charms of Lavender Blue,null,null,null,null,null,null
Super Wagyan Land,null,null,12/01/1992,null,null,null
Chess Advantage III,null,null,null,null,null,null
Crypt of Baconthulhu,null,null,null,null,null,null
Winnie the Pooh's Home Run Derby!,null,null,null,null,null,null
Blacksword Games,null,null,null,null,null,null
Woodbound,null,null,null,null,null,null
Disney's Aladdin,1,0,10/11/1993,null,null,null
Grand Battle Royale: Pixel War,null,null,null,null,null,null
Tropico 5,1,1,22/05/2014,ESRB-T,null,null
Coffee Addict,null,null,null,null,null,null
"Design it, Drive it: Speedboats",1,0,25/07/2016,null,null,null
The Adventures of Golly,1,0,null,null,null,null
Muppet Adventure: Chaos at the Carnival,1,0,31/10/1990,ESRB-E,"{'id': 146, 'name': 'Muppets'}",null
Valyria Tear,null,null,03/09/2014,null,null,null
The War of Genesis Side Story I: Rhapsody of Zephyr,null,null,null,null,null,null
Mega Man: The Wily Wars,1,0,20/10/1994,null,"{'id': 38, 'name': 'Mega Man'}",null
Ground Control Anthology,null,null,null,null,null,null
Ice Cream Uncle,null,null,null,null,null,null
Monster Star VS Robot Fly Car,null,null,null,null,null,null
Plasma Spheres,null,null,null,null,null,null
Plunderball,null,null,31/01/2002,null,null,null
The Amazing Shinsengumi,null,null,null,null,null,null
Zyll,null,null,null,null,null,null
Princess Maker 3: Yumemiru Yousei,null,null,null,null,null,null
Minna no Doubutsuen,null,null,null,null,null,null
Tap Beats Jazz,null,null,04/06/2013,null,null,null
Look and Find: Elmo on Sesame Street,null,null,12/03/2013,null,null,null
Blade of Unagi,null,null,null,null,null,null
Home Alone,null,null,null,PEGI-3,null,null
Ultimate Spider-Man: Total Mayhem,null,null,null,null,null,null
Boxer,null,null,30/12/1984,null,null,null
Midnight Protocol,1,0,30/12/2021,null,null,null
The Outbreak,1,0,null,null,null,null
iFishing,null,null,null,null,null,null
Parky and the Yellow Submarine,null,null,null,null,null,null
Deer Hunting 2018,null,null,null,null,null,null
Island Wars 2,null,null,null,null,null,null
Color Dots!,1,0,04/08/2017,null,null,null
Mt. Doubt,null,null,null,null,null,null
Contrast,1,0,31/05/2013,ESRB-T,null,null
Pokémon Pearl,1,1,27/09/2006,ESRB-E,null,null
TimeSplitters: Future Perfect,1,1,20/03/2005,ESRB-M,null,null
Lost Island: Blast Adventure,null,null,null,null,null,null
Universal Soldier,null,null,31/01/1994,null,null,null
The Lord of the Rings: The Battle for Middle-earth II,1,1,01/03/2006,ESRB-T,"{'id': 11, 'name': 'The Lord of the Rings'}",null
Thunder Force: Gold Pack 2,null,null,null,null,null,null
GUNNVR,1,0,27/03/2017,null,null,null
Space Survivors Shooter,1,1,null,null,null,null
Conquered Kingdoms,null,null,null,null,null,null
Mario Golf: Toadstool Tour,1,1,28/07/2003,ESRB-E,null,null
Close Order,1,0,20/01/2016,null,null,null
The Sexy Brutale,1,0,10/04/2017,PEGI-12,null,null
S na Kanojo,null,null,null,null,null,null
Rocket: Robot on Wheels,1,0,30/10/1999,ESRB-E,null,null
Suujin Taisen,null,null,null,null,null,null
Dawn Break -Origin-,1,0,null,null,null,null
Twister,null,null,null,null,null,null
Stellaris: Console Deluxe Edition,null,null,null,null,null,null
RAFT: Original Survival Game,null,null,null,null,null,null
Battletoads,1,1,19/08/2020,ESRB-RP,null,null
Hoyle Puzzle & Board Games,null,null,null,null,null,null
Imagine: Soccer Captain,1,0,10/08/2009,ESRB-E,null,null
Adventure Escape: Starstruck,null,null,null,null,null,null
Baobabs Mausoleum Ep. 2 1313 Barnabas Dead End Drive,1,0,21/02/2018,null,null,null
HoloVista,1,0,29/09/2020,null,null,null
Monopoly IO,0,1,19/10/2017,null,null,null
Dragon Fantasy: The Black Tome of Ice,1,0,21/03/2016,null,null,null
Evil Island,11/11/2020,1,0,null,null,null
ESPN's 2-Minute Drill,null,null,null,null,null,null
Little Magic,null,null,null,null,null,null
Deer Hunter 2005,27/09/2004,1,1,ESRB-T,null,null
3x3 mini-Shogi,null,1,0,null,null,null
Reaction: Block Buster,01/04/2012,null,null,null,null,null
The Neverending Story II,null,null,null,null,null,null
Frac,null,null,null,null,null,null
Challenge!,30/12/1979,1,1,null,null,null
PulseChaser,30/12/2013,1,0,null,null,null
Castle of Lost Souls,30/12/1984,null,null,null,null,null
Ivy the Kiwi?,16/12/2009,1,0,null,null,null
Boing,null,null,null,null,null,null
Deer Hunter 2003: Legendary Hunting,15/10/2002,1,0,null,null,null
Nebs 'n Debs,02/03/2019,1,0,ESRB-E,null,null
ABC Animal Adventures,null,null,null,null,null,null
SmileTris Panic!,null,null,null,null,null,null
Color +,null,1,0,null,null,null
Lunar,null,null,null,null,null,null
Car Journey,null,null,null,null,null,null
Journey Escape,30/12/1982,1,1,null,null,null
1 ⛷ 1,null,1,0,null,null,null
Dramatic RPG Kamitsuri,null,null,null,null,null,null
LEGO Battles,08/06/2009,1,1,ESRB-E,"{'id': 51, 'name': 'LEGO'}",null
Lyric Legend 2,null,null,null,null,null,null
Aerial Guardian,null,1,1,null,null,null
Jack's Game,null,0,1,null,null,null
Tetrisphere,10/08/1997,1,1,ESRB-E,null,null
Inspector Gadget and the Circus of Fear,30/12/1987,1,1,null,"{'id': 299, 'name': 'Inspector Gadget'}",null
Attentat 1942,30/10/2017,1,0,null,null,null
Ride to Hill: Offroad travel,null,null,null,null,null,null
BUSTin-Out: Volume #1,null,null,null,null,null,null
Super Raiden,null,null,null,null,null,null
Kabaneri of the Iron Fortress -Revolt- Beginning Tracks,null,null,null,null,null,null
Socket,16/08/1993,null,null,null,null,null
Murasaki7,01/12/2019,1,0,null,null,null
Cosmos Cop,19/07/1992,null,null,null,null,null
Adventures in Odyssey! The Great Escape,null,null,null,null,null,null
Purepuri Niizuma wa Boku no Tannin,null,null,null,null,null,null
Trinity Universe,30/09/2009,1,0,ESRB-T,null,null
HC-Hexagon,null,1,0,null,null,null
Super Princess Peach,19/10/2005,1,0,ESRB-E,null,null
Tiny Toon Adventures: Scary Dreams,31/01/2006,1,1,null,null,null
Raging Tiger: The Second Korean War,15/08/2004,null,null,null,null,null
Ener-G Horse Riders,null,null,null,null,null,null
Wetwork,null,1,0,null,null,null
Lucky Star: Net Idol Meister,22/01/2010,null,null,null,null,null
Tom & Jerry,30/09/1992,1,0,null,null,null
Dead Rising 3: Operation Broken Eagle,20/01/2014,null,null,null,null,null
STALIN vs PUTIN,null,null,null,null,null,null
Gunhed: Taikai,null,null,null,null,null,null
Omega Labyrinth Life,31/07/2019,1,0,null,null,null
Rockstar DressUp,null,null,null,null,null,null
Moomin Adventures: Jam Run,null,null,null,null,null,null
Motocross,30/12/1985,null,null,null,null,null
Saint Seiya Omega: Ultimate Cosmo,28/12/2012,null,null,null,null,null
Cell Tune,null,null,null,null,null,null
Terranean,null,null,null,null,null,null
American Sign Language Tutor,null,null,null,null,null,null
ChainMan,14/08/2017,1,1,null,null,null
Makenshi Kumiko,null,null,null,null,null,null
Racing Driver,null,null,null,null,null,null
Kileak: The DNA Imperative,26/02/1997,null,null,ESRB-T,null,null
Egg Mania: Eggstreme Madness,10/09/2002,1,1,ESRB-E,null,null
The Splitting,null,null,null,null,null,null
Action Potato,null,null,null,null,null,null
Road Trip: Family Fun,null,null,null,null,null,null
Armed Forces Corp.,null,null,null,null,null,null
Luckys Pub Games,30/12/2018,null,null,null,null,null
New Love Plus+: Manaka Artbook Limited Edition,null,null,null,null,null,null
KleptoDogs,null,null,null,null,null,null
Real Soccer 2010,14/02/2010,1,0,null,null,null
SnowCross,17/03/2000,null,null,null,null,null
SimAnimals,20/01/2009,1,1,ESRB-E,null,null
The Vampire Diaries,null,null,null,null,null,null
Diamond Diaries Saga,null,null,null,null,null,null
Operation Sheep Defense,01/08/2017,1,1,null,null,null
My Spelling Words,null,null,null,null,null,null
FA Premier League Football Manager 2000,null,null,null,null,null,null
Chicken Police,04/11/2020,1,0,null,null,null
Gütertrennung,null,null,null,null,null,null
3D Fight,null,null,null,null,null,null
Hospital Haste,null,null,null,null,null,null
Red points,null,1,0,null,null,null
Pocket Hero-Wars of Mini Tanks,null,null,null,null,null,null
NARUTO SHIPPUDEN: Ultimate Ninja STORM Trilogy,26/07/2017,1,1,ESRB-T,null,null
Pumpkin Adventure,04/04/1992,null,null,null,null,null
Tropico 6,28/03/2019,1,1,ESRB-T,null,null
Gateways,12/09/2012,1,0,null,null,null
The Darkest Woods 2,null,1,0,null,null,null
All Star Cheer 2,null,null,null,null,null,null
Nectar Vector,null,null,null,null,null,null
deer hunter II,01/12/2019,1,0,null,null,null
Extreme Match,null,null,null,null,null,null
Flat Earth Simulator,10/11/2020,1,0,null,null,null
Squibble,null,null,null,null,null,null
Donkey Kong,13/06/1994,1,0,null,null,null
Crimzon Clover,10/01/2011,null,null,null,null,null
Puppies Out,null,null,null,null,null,null
Hotprops,null,null,null,null,null,null
BAIKOH,null,1,1,null,null,null
Prism 3D,null,null,null,null,null,null
Fairyland: Fairylines,null,1,0,null,null,null
Texas Poker: Pokerist Pro,null,null,null,null,null,null
Quiz Meitantei Neo & Geo: Quiz Daisousasen Part 2,23/01/1991,null,null,null,null,null
Ant Raid,null,null,null,null,null,null
Unknown Pharaoh,04/01/2017,1,0,null,null,null
SpringBack,21/03/2019,1,1,null,null,null
Alchemia Story,null,null,null,null,null,null
Fortnite: Chapter 2 - Season 5,null,null,null,null,null,null
East India Company,27/07/2009,1,1,ESRB-T,null,null
Full Moon in San Francisco,null,null,null,null,null,null
Beat Saber Origins,null,null,null,null,null,null
4th & Inches Team Construction Disk,null,null,null,null,null,null
Daisenryaku Daitoua Kouboushi DX: DainiJi Sekai Taisen,null,null,null,null,null,null
Desktop Tower Defense,null,null,null,ESRB-E,null,null
DESPOILER,null,1,1,null,null,null
Deer Hunter 2004,12/10/2003,1,0,ESRB-T,null,null
Despotik Design,null,null,null,null,null,null
Wytchsun: Elleros Origins,null,1,0,null,null,null
NOOZh: Deep in Nightmares,null,null,null,null,null,null
"Calculation Castle : Greco's Ghostly Challenge ""Subtraction""",null,null,null,null,null,null
Final Strike,22/06/2016,1,0,null,null,null
The Last Girl ~ Janna's diary of survive,null,null,null,null,null,null
Kick Rider,null,null,null,null,null,null
WALL-E,23/06/2008,1,1,ESRB-E,"{'id': 353, 'name': 'WALL-E'}",null
Bound Up & Squirming!,24/04/2019,1,0,null,null,null
Brick Stacker,null,null,null,null,null,null
Bird Fall,11/06/2017,1,0,ESRB-E10,null,null
Finding Heart,null,null,null,null,null,null
Diamond Trail,null,null,null,null,null,null
Sengoku Providence,null,null,null,null,null,null
Outta This Kingdom,null,null,null,null,null,null
Desert Race,null,null,null,null,null,null
MahJong Time,null,null,null,null,null,null
Sarah & Duck - Day at the Park,null,null,null,null,null,null
Call Of Duty: Modern Warfare - Season 6,28/10/2020,1,1,null,null,null
Star Viper,null,null,null,null,null,null
Blast Chamber,30/12/1997,null,null,null,null,null
Dungeon Chess,null,null,null,null,null,null
Puzz Loop 2,null,null,null,null,null,null
Elona,30/08/2007,1,0,null,null,null
Lost Planet 2,10/05/2010,1,1,ESRB-T,null,null
Harald Hårdtand: Kampen om de rene tænder,null,null,null,null,null,null
Vital Force,06/02/2014,null,null,null,null,null
STAR WARS: Rebel Assault I + II,28/03/2016,1,0,null,null,null
Cookie Tapper,null,null,null,null,null,null
Outer Empires,null,null,null,null,null,null
Neo 21,31/12/1998,null,null,null,null,null
"Twin Sisters Ballerina: Dance, Ballet, Dress up",null,null,null,null,null,null
The Lunar Pack,null,null,null,null,null,null
Victorious Boxers: Revolution,20/06/2007,1,1,ESRB-T,null,null
Let's Sing 2018,19/10/2017,1,1,ESRB-E,null,null
QB - a cube's tale,null,null,null,null,null,null
Hush - Into the Darkness,28/08/2015,null,null,null,null,null
The Cradle Bundle,null,null,null,null,null,null
The Crazed Chicken,null,null,null,null,null,null
EverStopped,null,1,0,null,null,null
Satay Club mini,null,null,null,null,null,null
DOOM 3: Resurrection of Evil,03/04/2005,1,1,ESRB-M,null,null
NOel 3: Mission on the Line,null,null,null,null,null,null
Haypi Kingdom,null,null,null,null,null,null
Evil Zone,13/01/1999,1,1,ESRB-T,null,null
Marcel Desailly Pro Soccer,26/04/2004,1,1,ESRB-E,null,null
4 Pak All Action,30/12/1995,null,null,null,null,null
!Run,null,1,0,null,null,null
Hooligan Fighters,null,null,null,null,null,null
EduMath1-Math Games for Kids,null,null,null,null,null,null
Save Granny,null,null,null,null,null,null
Cobi Golf Shots,null,null,null,null,null,null
Injustice: Gods Among Us Killing Joke Pack,20/05/2013,null,null,null,null,null
Conception II: Children of the Seven Stars,21/08/2013,1,0,ESRB-M,null,null
Screen Bridge,null,null,null,null,null,null
Strike Witches: Hakugin no Tsubasa,17/07/2012,null,null,null,null,null
Idle Sword 2,null,null,null,null,null,null
Cascadio,13/05/2020,1,0,null,null,null
Space RPG 3,null,null,null,ESRB-T,null,null
Imperiums: Greek Wars,29/07/2020,1,1,null,null,null
Tenshitsuki no Shoujo,null,null,null,null,null,null
Ruri Iro no Yuki,null,null,null,null,null,null
Train Driver Journey 2 - Iberia Interior,null,null,null,null,null,null
Boardwalk Ball Toss,29/06/2011,null,null,ESRB-E,null,null
Pathology,null,null,null,null,null,null
Defender's Quest: Valley of the Forgotten,29/10/2012,1,0,null,null,null
Armored Core: Project Phantasma,03/12/1997,1,1,null,null,null
Tennis Antics,null,null,null,null,null,null
Magical Crystals,31/01/1991,null,null,null,null,null
Super Hero Bike Mega Ramp,null,null,null,null,null,null
Pango Pirate,null,null,null,null,null,null
TiltMaze,null,null,null,null,null,null
Ide Yosuke Meijin no Jissen Mahjong,23/10/1987,null,null,null,null,null
Bubble Witch 2 Saga,03/06/2014,null,null,null,null,null
Soccer Nations Battle,null,0,1,null,null,null
Just A Dream,30/10/2017,1,0,null,null,null
Skellboy,02/12/2019,1,0,ESRB-E,null,null
Alia's Carnival! W-Package,26/02/2016,1,0,ESRB-E10,null,null
Geimos,30/12/1985,1,0,null,null,null
Blade of Honor,null,null,null,null,null,null
Chris no Boken Nikki: Fairy,null,null,null,null,null,null
mr.President Prologue,19/09/2016,1,0,null,null,null
Snowy: Fish Frenzy,null,null,null,null,null,null
Luft: Onward and Upward,null,null,null,null,null,null
Codename: Panzers - Cold War,09/03/2009,1,1,ESRB-T,null,null
Mad Teacher,26/11/2017,1,0,null,null,null
Ground Under,null,1,0,null,null,null
Video Simon,null,null,null,null,null,null
Defend London,null,null,null,null,null,null
Vertrix2,null,null,null,null,null,null
Dancing Ball Saga,null,null,null,null,null,null
Kingdom Coins Lucky Vegas - Dozer of Coins Arcade Game,null,null,null,null,null,null
Trial of the Demon Hunter,null,1,0,null,null,null
Emergency Room: Real Life Rescues,25/08/2009,null,null,null,null,null
Backforce System,null,null,null,null,null,null
Lacrosse Arcade,null,null,null,null,null,null
Segatakai,null,null,null,null,null,null
Polarium,01/12/2004,1,1,ESRB-E,null,null
Tic-Tac-Toe 3D,null,null,null,null,null,null
Arcade Hits 2 in 1,null,null,null,null,null,null
Baculus,14/01/2016,1,0,null,null,null
Mu Origin 2,null,null,null,null,null,null
Memories Off Festa,07/04/2001,null,null,null,null,null
Elveon,null,null,null,null,null,null
Maze Land,null,null,null,null,null,null
Without Warning,27/10/2005,1,0,ESRB-M,null,null
GermNation,null,null,null,null,null,null
Higanbana no Saku Yoru ni: The First Night,12/08/2011,null,null,null,null,null
Cricket 2002,null,null,null,null,null,null
Xpand Rally,23/09/2004,1,1,ESRB-E,null,null
Bergen Bridge Beginner 1,31/05/2017,null,null,null,null,null
Implode!,null,null,null,ESRB-E,null,null
Titans: Dawn of Tribes,null,null,null,null,null,null
The Unreal Journey of Mongol,02/08/2017,1,0,null,null,null
Being Her Darkest Friend,06/05/2015,null,null,null,null,null
Elevator Fight,null,null,null,null,null,null
Stadium Events,22/12/1987,1,1,null,null,null
Mystery Of Hidden Inheritance,null,null,null,null,null,null
Super Avalanche 2,30/12/2013,1,1,null,null,null
Semispheres,13/02/2017,1,0,ESRB-E,null,null
Squeeballs Party,11/11/2009,null,null,null,null,null
Poly Towns,21/04/2016,1,0,null,null,null
Princess Maker 2,14/06/1993,1,0,null,null,null
Disney's The Little Mermaid II: Pinball Frenzy,23/10/2000,1,1,ESRB-E,null,null
Helicopter Mission,null,null,null,null,null,null
Big Win Baseball,null,null,null,null,null,null
1001 Ultimate Mahjong,null,null,null,null,null,null
Harrier Combat Simulator,null,null,null,null,null,null
Minecraft: Skin Studio,15/10/2012,null,null,null,null,null
Only After,21/10/2019,1,0,null,null,null
Dai Gyakuten Saiban: Naruhodou Ryuunosuke no Bouken 1&2 - Best Price!,null,null,null,null,null,null
International Snooker 2009,null,null,null,null,null,null
Live or Die: survival,null,null,null,null,null,null
Afterloop,null,null,null,null,null,null
Spiritual Warfare & Wisdom Tree Collection,24/04/2017,1,0,null,null,null
Double Score~Cosmos×Camellia~,null,null,null,null,null,null
Horse Racing Derby,null,null,null,null,null,null
Baby Panda's Vacation,null,null,null,null,null,null
5Leaps (Space Tower Defense),null,1,0,null,null,null
Sesame Street: Elmo's ABCs,31/03/1999,null,null,null,null,null
GTI Club: Rally Côte d'Azur,29/09/1996,1,1,null,null,null
Wireball,30/12/1986,1,0,null,null,null
Hotel Dash Deluxe,null,null,null,null,null,null
Thanatophobia,31/01/2012,1,0,null,null,null
Scramble With Friends,null,null,null,null,null,null
Deimos Rising,null,null,null,null,null,null
Hero Fighters Club,null,null,null,null,null,null
Slotter Mania Gaiden,null,null,null,null,null,null
Mario + Rabbids Kingdom Battle: Donkey Kong Adventure,25/06/2018,1,1,null,null,null
Hop Step Sing! High Quality Edition,28/06/2017,1,0,null,null,null
Bug Riders: The Race of Kings,03/12/1997,null,null,ESRB-E,null,null
iZone,null,null,null,null,null,null
A-Ressha de Ikou IV,null,null,null,null,null,null
Kava Tina Story,null,0,1,null,null,null
Onmyou Taisenki: Hasha no In,22/06/2005,null,null,null,null,null
Zelda: Mystery of The Solarus XD,null,1,0,null,null,null
Hidden Object - Tea Time,null,null,null,null,null,null
Power Instinct,04/10/1994,null,null,null,null,null
Escape if you can - Buried,null,null,null,null,null,null
The Slightly Magic Collection,null,null,null,null,null,null
Melty Blood: Actress Again,18/10/2008,null,null,null,null,null
Word Realms,null,null,null,null,null,null
Doorways: The Entire Collection of Nightmares,null,null,null,null,null,null
Prince of Persia Trilogy: Limited Edition,14/12/2006,null,null,null,null,null
SUPER TRUCK,31/03/2016,1,0,null,null,null
Easter Eggs,31/05/1981,null,null,null,null,null
Bop'n Rumble,15/08/1986,null,null,null,null,null
Lil' Monster,31/08/2000,null,null,null,null,null
Virus-Farm,null,null,null,null,null,null
Bit Pilot,null,null,null,null,null,null
The Super Patriotic Dating Simulator,null,null,null,null,null,null
Costume Quest 2,06/10/2014,1,0,ESRB-E10,null,null
Cosmo Ranger: S.O.L. AD 2000,null,null,null,null,null,null
Gundam: The Battle Master,19/06/1997,1,1,null,null,null
GooBoom,null,1,1,null,null,null
Erevos,null,null,null,null,null,null
Family Zoo: The Story,null,null,null,null,null,null
The Baker of Shireton,null,null,null,null,null,null
Red Wrecker,null,1,0,null,null,null
Yumeria,null,null,null,null,null,null
The Hero Trap,null,null,null,null,null,null
Dead or Alive Xtreme: Venus Vacation,16/11/2017,1,0,null,null,null
Record of Agarest War,26/09/2007,1,1,ESRB-T,null,null
Drusilla Dreams,21/04/2016,1,0,null,null,null
Jewel of Atlantis,null,null,null,null,null,null
ThreatGEN: Red vs. Blue,null,1,1,null,null,null
ARENA BRAWLS,null,null,null,null,null,null
Put in,null,1,0,null,null,null
Predimension,22/11/2019,1,0,null,null,null
Super Gridder,30/12/1983,1,0,null,null,null
The Mission Unpossible,null,null,null,null,null,null
BPM Racing,null,null,null,null,null,null
Ghost in the Shell: Stand Alone Complex - First Assault Online,27/07/2016,0,1,null,null,null
Umineko no Naku Koro ni Chiru,14/09/2009,1,0,null,null,null
Bone Busters Inc.,null,null,null,null,null,null
J.U.R : Japan Underground Racing,12/08/2016,1,0,null,null,null
Nindash: Skull Valley,null,null,null,null,null,null
Ryouko Inoue Chatting Room,null,null,null,null,null,null
Dark World,30/12/1999,1,0,null,null,null
Major League Baseball 2K12,05/03/2012,1,1,ESRB-E,null,null
Mahjong Pretty Manga Girls,null,1,0,null,null,null
Alabama Bones,17/06/2019,1,0,null,null,null
Blackbird!,null,null,null,null,null,null
Gluddle,null,null,null,null,null,null
DayZ,12/12/2018,0,1,ESRB-M,null,null
Playing Both Sides,null,1,0,null,null,null
Advance Wars: Days of Ruin,20/01/2008,1,0,ESRB-E10,null,null
Tony La Russa's Ultimate Baseball: Ultimate Expansion Disk - Great Teams 1901-1968 Disk,null,null,null,null,null,null
Racing angle,null,1,0,null,null,null
Soccer Penalty Kicks,null,null,null,null,null,null
Nobunaga no Yabou 2,null,null,null,null,null,null
Sudden Strike 4: Finland - Winter Storm,null,null,null,null,null,null
Honkaku Pro Mahjong: Tetsuman Special,null,null,null,null,null,null
